pivo,massa,n,M,tempo_mediana_ms,tempo_medio_ms,tempo_min_ms,tempo_desvio_ms,tempo_mad_ms,comparacoes_medias,trocas_medias,repeticoes
mediana3,aleatorio,10000,6,0.4221765,0.42201478,0.409547,0.00559819525316,0.004988949,161167.92,34089.93,100
mediana3,ordenado,10000,6,0.0555195,0.05580425,0.05534,0.00106870826754,0.0002083053,120010,2047,100
mediana3,repetidos,10000,6,0.208564,0.20859365,0.201268,0.00403358359197,0.0043899786,129716.61,47049.13,100
mediana3,aleatorio,10000,8,0.4098215,0.40955536,0.396056,0.0049718109367,0.0044248197,157828.93,36289.78,100
mediana3,ordenado,10000,8,0.05573,0.05590965,0.055309,0.00112777582462,9.6369e-05,120010,2047,100
mediana3,repetidos,10000,8,0.204504,0.20407801,0.189379,0.00474013165332,0.003876999,125929.91,45317.27,100
mediana3,aleatorio,10000,10,0.398432,0.39883535,0.386607,0.00562659925885,0.004610886,156354.32,38800.48,100
mediana3,ordenado,10000,10,0.0499,0.05030101,0.04966,0.00151282983544,0.0001415883,110009,1023,100
mediana3,repetidos,10000,10,0.1995235,0.19981064,0.185899,0.00708180812602,0.0043521723,121809.97,43385.58,100
mediana3,aleatorio,10000,12,0.390207,0.3906589,0.377557,0.00606262476827,0.005248404,155957.28,41505.19,100
mediana3,ordenado,10000,12,0.049889,0.0503662,0.04971,0.00191199508685,0.0001104537,110009,1023,100
mediana3,repetidos,10000,12,0.1964285,0.19639454,0.187859,0.00451182966631,0.004462626,119124.78,42121.92,100
mediana3,aleatorio,10000,15,0.380112,0.38007468,0.367037,0.00467122390659,0.004255062,156576.06,45793.84,100
mediana3,ordenado,10000,15,0.050225,0.05043042,0.049969,0.000894368240207,0.0001845837,110009,1023,100
mediana3,repetidos,10000,15,0.193629,0.19398337,0.184438,0.00474109862743,0.0042617337,116343.63,40825.31,100
mediana3,aleatorio,10000,20,0.368072,0.36759799,0.356188,0.00477860039417,0.003691674,159436.86,53179.26,100
mediana3,ordenado,10000,20,0.04614,0.04634566,0.045959,0.00091557979886,9.6369e-05,100008,511,100
mediana3,repetidos,10000,20,0.1885685,0.18853322,0.174558,0.00474465675777,0.0039726267,111558.64,38539.75,100
mediana3,aleatorio,10000,25,0.3598375,0.35981105,0.347118,0.00501022959085,0.005255817,163684.28,60848.84,100
mediana3,ordenado,10000,25,0.04612,0.04656376,0.045969,0.00182922884961,8.8956e-05,100008,511,100
mediana3,repetidos,10000,25,0.185513,0.18536245,0.170948,0.00447984991942,0.0040460154,108442.33,37084.07,100
mediana3,aleatorio,10000,30,0.3553625,0.3553666,0.343307,0.00469462366474,0.004899993,168859.3,68796.32,100
mediana3,ordenado,10000,30,0.0463645,0.04654132,0.045959,0.000970779670828,0.0001697577,100008,511,100
mediana3,repetidos,10000,30,0.1831485,0.18317245,0.166439,0.00502839869962,0.0041950167,106383.76,36150.25,100
mediana3,aleatorio,10000,40,0.350227,0.35019542,0.337767,0.00457191734458,0.004603473,180351.94,84530.61,100
mediana3,ordenado,10000,40,0.0418,0.04200548,0.041499,0.00104404598064,6.74583e-05,90007,255,100
mediana3,repetidos,10000,40,0.1784435,0.17861289,0.164339,0.00437771640091,0.0037665453,101915.75,34135.67,100
mediana3,aleatorio,10000,50,0.350042,0.34938024,0.337757,0.00527267930113,0.0059304,193564.1,101064.23,100
mediana3,ordenado,10000,50,0.0418,0.04191797,0.0415,0.000890463736352,0.0002305443,90007,255,100
mediana3,repetidos,10000,50,0.1755135,0.17543432,0.161869,0.00431288188795,0.0042172557,99144.88,32993.71,100
mediana3,aleatorio,10000,70,0.354912,0.35495309,0.343497,0.0054592782575,0.0051891,221670.38,134096.51,100
mediana3,ordenado,10000,70,0.04182,0.04222214,0.04174,0.0013455769595,2.9652e-05,90007,255,100
mediana3,repetidos,10000,70,0.171974,0.17197884,0.161429,0.00441534369373,0.004685016,95786.79,31916.75,100
mediana3,aleatorio,10000,100,0.369517,0.36935488,0.357728,0.00487924876085,0.005174274,266133.96,183707.49,100
mediana3,ordenado,10000,100,0.03795,0.03826969,0.03791,0.00156630866764,2.2239e-05,80006,127,100
mediana3,repetidos,10000,100,0.167168,0.16903145,0.153209,0.0109699584609,0.0041134737,92714.67,31763.66,100
mediana3,aleatorio,10000,150,0.4015015,0.40163566,0.387327,0.0055826778398,0.0052328367,345096.5,268552.12,100
mediana3,ordenado,10000,150,0.037939,0.0381203,0.0377,0.00110381185723,0.000111195,80006,127,100
mediana3,repetidos,10000,150,0.1658135,0.16567399,0.152878,0.00465217012572,0.0047524743,93160.81,35167.7,100
mediana3,aleatorio,10000,200,0.4336665,0.4340401,0.421417,0.0066263723328,0.006649461,423958.51,351456.99,100
mediana3,ordenado,10000,200,0.03349,0.03365074,0.03343,0.000845004161367,2.81694e-05,70005,63,100
mediana3,repetidos,10000,200,0.1642635,0.16467471,0.151648,0.0052034354314,0.0047376483,97051.99,41364,100
mediana3,aleatorio,100000,1,5.484317,5.48740266667,5.425077,0.0471553250162,0.075078864,2291988.8,425142.066667,15
mediana3,ordenado,100000,1,0.833913,0.83402,0.824484,0.0040701987491,0.003750978,1731086,65535,15
mediana3,repetidos,100000,1,2.553899,2.54489193333,2.478611,0.0299117937693,0.0329848848,1815019.4,714125.8,15
mediana3,aleatorio,100000,2,5.470397,5.4799568,5.403237,0.0421310733514,0.0475751514,2291988.8,425142.066667,15
mediana3,ordenado,100000,2,0.832103,0.834009266667,0.826164,0.00722603751786,0.003498936,1731086,65535,15
mediana3,repetidos,100000,2,2.56032,2.55607266667,2.490161,0.0387439034627,0.025456242,1815019.4,714125.8,15
mediana3,aleatorio,100000,3,5.353657,5.3490198,5.276719,0.0415784175113,0.0338462754,2167613.06667,405997.266667,15
mediana3,ordenado,100000,3,0.743655,0.744141466667,0.734924,0.0066172068219,0.0036605394,1606802,34464,15
mediana3,repetidos,100000,3,2.471751,2.46977253333,2.41646,0.0228592027916,0.0237794214,1736852.86667,688074.666667,15
mediana3,aleatorio,100000,4,5.273109,5.27309093333,5.203359,0.0431082996789,0.0600171306,2098511.6,404873.8,15
mediana3,ordenado,100000,4,0.737555,0.738250266667,0.729274,0.00660535807904,0.004833276,1600014,32767,15
mediana3,repetidos,100000,4,2.43849,2.42639553333,2.370232,0.0307525274429,0.03536001,1695329.8,667321.666667,15
mediana3,aleatorio,100000,5,5.218848,5.21142486667,5.144899,0.043729873465,0.0472371186,2054319.73333,410591.733333,15
mediana3,ordenado,100000,5,0.738045,0.736312066667,0.731334,0.00262746897404,0.0016293774,1600014,32767,15
mediana3,repetidos,100000,5,2.392851,2.3887892,2.326222,0.0466945130735,0.045797514,1661429.93333,653766.866667,15
mediana3,aleatorio,100000,6,5.153459,5.190429,5.06697,0.114681171667,0.089949342,2026428.33333,419220.466667,15
mediana3,ordenado,100000,6,0.661015,0.675269333333,0.653065,0.0340043773478,0.00711648,1511892,18080,15
mediana3,repetidos,100000,6,2.342262,2.35589493333,2.281492,0.0833503435433,0.033625368,1623953.53333,635034.866667,15
mediana3,aleatorio,100000,8,5.026621,5.05225026667,4.955261,0.0887372533434,0.05900748,1993293,441038.066667,15
mediana3,ordenado,100000,8,0.651865,0.650789533333,0.645205,0.00335432720243,0.0038532774,1500013,16383,15
mediana3,repetidos,100000,8,2.292972,2.34747686667,2.228042,0.202591439931,0.0407700174,1585384.33333,617229.933333,15
mediana3,aleatorio,100000,10,4.924881,4.94705026667,4.847552,0.106286932836,0.051475872,1978641.8,466262.266667,15
mediana3,ordenado,100000,10,0.654015,0.670178066667,0.644575,0.0597623240398,0.008776992,1500013,16383,15
mediana3,repetidos,100000,10,2.287132,2.2907732,2.198773,0.0631055308672,0.067947558,1553270.46667,602070.866667,15
mediana3,aleatorio,100000,12,4.817402,4.8115708,4.739323,0.0448637944421,0.0535796814,1974608.26667,493583,15
mediana3,ordenado,100000,12,0.617325,0.616877733333,0.611115,0.00330666760321,0.004195758,1422073,9888,15
mediana3,repetidos,100000,12,2.217402,2.21439846667,2.164083,0.0269712453229,0.033447456,1517548.46667,585100.333333,15
mediana3,aleatorio,100000,15,4.712883,4.7089716,4.642413,0.043418988173,0.063425628,1980798.53333,536514.066667,15
mediana3,ordenado,100000,15,0.607456,0.6074306,0.602185,0.00312947455197,0.003721326,1400012,8191,15
mediana3,repetidos,100000,15,2.191223,2.1885988,2.134953,0.025283211141,0.021408744,1488317.66667,571303.6,15
mediana3,aleatorio,100000,20,4.594254,4.58729186667,4.524454,0.0430020491852,0.0573306594,2009709.53333,610860.533333,15
mediana3,ordenado,100000,20,0.609615,0.608957133333,0.602895,0.00318539719135,0.0029652,1400012,8191,15
mediana3,repetidos,100000,20,2.160713,2.14983786667,2.095434,0.0294726177878,0.0388129854,1449603.4,552527.733333,15
mediana3,aleatorio,100000,25,4.506555,4.50620513333,4.436735,0.0426694435396,0.0534640386,2052445.66667,687455.466667,15
mediana3,ordenado,100000,25,0.564166,0.564654133333,0.558495,0.00454401502555,0.004655364,1300011,4095,15
mediana3,repetidos,100000,25,2.097154,2.09406973333,2.048564,0.0244762077638,0.032231724,1408178.93333,532415.933333,15
mediana3,aleatorio,100000,30,4.466455,4.46507733333,4.386345,0.0428432214386,0.0522008634,2103685.2,766303.733333,15
mediana3,ordenado,100000,30,0.561766,0.5622456,0.557625,0.00301008879318,0.002045988,1300011,4095,15
mediana3,repetidos,100000,30,2.078223,2.07580213333,2.016504,0.0335450445518,0.0400880214,1386277.2,521728.066667,15
mediana3,aleatorio,100000,40,4.400925,4.40759786667,4.339256,0.0449882551989,0.0507923934,2219295.46667,924534.133333,15
mediana3,ordenado,100000,40,0.562816,0.563548933333,0.557696,0.00426675786026,0.005796966,1300011,4095,15
mediana3,repetidos,100000,40,2.035494,2.03160126667,1.981355,0.0287222691241,0.0291464334,1348350.6,503215.4,15
mediana3,aleatorio,100000,50,4.478315,4.68540773333,4.354776,0.344487713778,0.1774064334,2348325.93333,1085942.46667,15
mediana3,ordenado,100000,50,0.541056,0.629451066667,0.527376,0.161764487255,0.01986684,1200010,2047,15
mediana3,repetidos,100000,50,2.001894,1.99869413333,1.946875,0.0258892593859,0.027250188,1307680.6,483364.533333,15
mediana3,aleatorio,100000,70,4.443845,4.4457776,4.368086,0.0517838890042,0.0593766474,2629579.2,1416027.53333,15
mediana3,ordenado,100000,70,0.529225,0.5277196,0.524075,0.00338189941981,0.0058132746,1200010,2047,15
mediana3,repetidos,100000,70,1.960565,1.95256573333,1.902065,0.027659512444,0.037005696,1268425,464481.133333,15
mediana3,aleatorio,100000,100,4.606363,4.5971558,4.532244,0.0419545739345,0.036308874,3078274.46667,1916630,15
mediana3,ordenado,100000,100,0.478017,0.480238933333,0.477186,0.00304609298861,0.0012320406,1100009,1023,15
mediana3,repetidos,100000,100,1.902705,1.89565973333,1.842226,0.0273441535236,0.032750634,1210390.66667,436855.8,15
mediana3,aleatorio,100000,150,4.903142,4.90172633333,4.835492,0.0465976659159,0.055241676,3844386.66667,2740563.4,15
mediana3,ordenado,100000,150,0.480156,0.480057533333,0.477046,0.00286625424719,0.003884412,1100009,1023,15
mediana3,repetidos,100000,150,1.852106,1.845431,1.788366,0.0288585119778,0.0294281274,1166248.73333,417813.6,15
mediana3,aleatorio,100000,200,5.246169,5.23940673333,5.173429,0.0416497915712,0.038458644,4650929,3588963.26667,15
mediana3,ordenado,100000,200,0.437897,0.4375032,0.433956,0.00264980013262,0.002639028,1000008,511,15
mediana3,repetidos,100000,200,1.807076,1.8081192,1.757316,0.0285167347214,0.028851396,1125171.4,402281.2,15
