algoritmo,M,pivo,massa,n,repeticao,tempo_ms,comparacoes,trocas
quicksort_mediana3,40,mediana3,repetidos,1000,16,0.01572,7530,2391
quicksort_mediana3,40,mediana3,repetidos,1000,17,0.015849,7460,2635
quicksort_mediana3,40,mediana3,repetidos,1000,18,0.0153,7563,2328
quicksort_mediana3,40,mediana3,repetidos,1000,19,0.01587,7680,2682
quicksort_mediana3,40,mediana3,repetidos,1000,20,0.0093,7506,2629
quicksort_mediana3,40,mediana3,repetidos,1000,21,0.01577,7351,2485
quicksort_mediana3,40,mediana3,repetidos,1000,22,0.01096,7123,2392
quicksort_mediana3,40,mediana3,repetidos,1000,23,0.01615,7477,2647
quicksort_mediana3,40,mediana3,repetidos,1000,24,0.01982,7545,2728
quicksort_mediana3,40,mediana3,repetidos,1000,25,0.01565,7430,2551
quicksort_mediana3,40,mediana3,repetidos,1000,26,0.01589,7704,2792
quicksort_mediana3,40,mediana3,repetidos,1000,27,0.01229,7717,2567
quicksort_mediana3,40,mediana3,repetidos,1000,28,0.015739,7576,2670
quicksort_mediana3,40,mediana3,repetidos,1000,29,0.01241,7967,2531
quicksort_mediana3,40,mediana3,repetidos,1000,30,0.01577,7485,2452
quicksort_mediana3,40,mediana3,repetidos,1000,31,0.015299,7309,2428
quicksort_mediana3,40,mediana3,repetidos,1000,32,0.01272,7647,2620
quicksort_mediana3,40,mediana3,repetidos,1000,33,0.01201,7774,2765
quicksort_mediana3,40,mediana3,repetidos,1000,34,0.01453,7918,2609
quicksort_mediana3,40,mediana3,repetidos,1000,35,0.01365,7427,2396
quicksort_mediana3,40,mediana3,repetidos,1000,36,0.01291,7286,2224
quicksort_mediana3,40,mediana3,repetidos,1000,37,0.01593,7492,2700
quicksort_mediana3,40,mediana3,repetidos,1000,38,0.01626,7277,2466
quicksort_mediana3,40,mediana3,repetidos,1000,39,0.01243,7530,2365
quicksort_mediana3,40,mediana3,repetidos,1000,40,0.01615,7451,2637
quicksort_mediana3,40,mediana3,repetidos,1000,41,0.01566,7444,2470
quicksort_mediana3,40,mediana3,repetidos,1000,42,0.01086,7559,2646
quicksort_mediana3,40,mediana3,repetidos,1000,43,0.01358,7428,2531
quicksort_mediana3,40,mediana3,repetidos,1000,44,0.01569,7616,2668
quicksort_mediana3,40,mediana3,repetidos,1000,45,0.013629,7641,2563
quicksort_mediana3,40,mediana3,repetidos,1000,46,0.01432,7791,2693
quicksort_mediana3,40,mediana3,repetidos,1000,47,0.01626,7897,2682
quicksort_mediana3,40,mediana3,repetidos,1000,48,0.01621,7569,2771
quicksort_mediana3,40,mediana3,repetidos,1000,49,0.015119,7686,2453
quicksort_recursivo,1,meio,repetidos,10000,0,0.215749,133577,54882
quicksort_recursivo,1,meio,repetidos,10000,1,0.228208,137419,55037
quicksort_recursivo,1,meio,repetidos,10000,2,0.224698,133986,54889
quicksort_recursivo,1,meio,repetidos,10000,3,0.220438,135857,54546
quicksort_recursivo,1,meio,repetidos,10000,4,0.220359,134360,54529
quicksort_recursivo,1,meio,repetidos,10000,5,0.217878,136915,54935
quicksort_recursivo,1,meio,repetidos,10000,6,0.222399,134621,55084
quicksort_recursivo,1,meio,repetidos,10000,7,0.221968,137753,54645
quicksort_recursivo,1,meio,repetidos,10000,8,0.223599,135950,54872
quicksort_recursivo,1,meio,repetidos,10000,9,0.218858,135756,54759
quicksort_hibrido,40,meio,repetidos,10000,0,0.161298,100564,34023
quicksort_hibrido,40,meio,repetidos,10000,1,0.160959,103644,33983
quicksort_hibrido,40,meio,repetidos,10000,2,0.166608,100888,33939
quicksort_hibrido,40,meio,repetidos,10000,3,0.163919,102030,33210
quicksort_hibrido,40,meio,repetidos,10000,4,0.167648,101228,33558
quicksort_hibrido,40,meio,repetidos,10000,5,0.161509,103074,33847
quicksort_hibrido,40,meio,repetidos,10000,6,0.168028,100951,33806
quicksort_hibrido,40,meio,repetidos,10000,7,0.165139,105124,33850
quicksort_hibrido,40,meio,repetidos,10000,8,0.162818,102534,33903
quicksort_hibrido,40,meio,repetidos,10000,9,0.160929,102389,33789
quicksort_mediana3,40,mediana3,repetidos,10000,0,0.185909,104862,33947
quicksort_mediana3,40,mediana3,repetidos,10000,1,0.164479,101221,34165
quicksort_mediana3,40,mediana3,repetidos,10000,2,0.182109,100592,34269
quicksort_mediana3,40,mediana3,repetidos,10000,3,0.181128,98164,34149
quicksort_mediana3,40,mediana3,repetidos,10000,4,0.165919,106593,33962
quicksort_mediana3,40,mediana3,repetidos,10000,5,0.179529,100082,34189
quicksort_mediana3,40,mediana3,repetidos,10000,6,0.171069,101180,34015
quicksort_mediana3,40,mediana3,repetidos,10000,7,0.175418,98124,34592
quicksort_mediana3,40,mediana3,repetidos,10000,8,0.178449,102200,34211
quicksort_mediana3,40,mediana3,repetidos,10000,9,0.184908,102687,34611
quicksort_recursivo,1,meio,repetidos,100000,0,2.48151,1674158,715440
quicksort_recursivo,1,meio,repetidos,100000,1,2.449201,1676915,709177
quicksort_recursivo,1,meio,repetidos,100000,2,2.425771,1707068,712717
quicksort_recursivo,1,meio,repetidos,100000,3,2.49635,1692315,710645
quicksort_recursivo,1,meio,repetidos,100000,4,2.466691,1684607,714672
quicksort_hibrido,40,meio,repetidos,100000,0,2.010524,1335976,499313
quicksort_hibrido,40,meio,repetidos,100000,1,2.031184,1361429,504827
quicksort_hibrido,40,meio,repetidos,100000,2,1.975564,1369865,497206
quicksort_hibrido,40,meio,repetidos,100000,3,2.008784,1364514,499815
quicksort_hibrido,40,meio,repetidos,100000,4,2.011494,1354198,502530
quicksort_mediana3,40,mediana3,repetidos,100000,0,1.995434,1364614,498870
quicksort_mediana3,40,mediana3,repetidos,100000,1,2.033314,1332638,506123
quicksort_mediana3,40,mediana3,repetidos,100000,2,2.004184,1354912,498729
quicksort_mediana3,40,mediana3,repetidos,100000,3,1.990385,1390611,502458
quicksort_mediana3,40,mediana3,repetidos,100000,4,2.056154,1326541,503191
quicksort_recursivo,1,meio,repetidos,500000,0,13.117167,9647497,4120162
quicksort_recursivo,1,meio,repetidos,500000,1,12.681361,9916443,4115682
quicksort_recursivo,1,meio,repetidos,500000,2,13.244175,9765525,4157423
quicksort_hibrido,40,meio,repetidos,500000,0,10.878424,8011957,3065429
quicksort_hibrido,40,meio,repetidos,500000,1,10.426948,8320643,3082866
quicksort_hibrido,40,meio,repetidos,500000,2,10.824515,8041381,3058561
quicksort_mediana3,40,mediana3,repetidos,500000,0,10.741115,8027300,3075124
quicksort_mediana3,40,mediana3,repetidos,500000,1,11.023243,7810395,3074332
quicksort_mediana3,40,mediana3,repetidos,500000,2,11.228111,7804408,3062387
quicksort_recursivo,1,meio,quase_ordenado,1000,0,0.00548,9009,523
quicksort_recursivo,1,meio,quase_ordenado,1000,1,0.00568,9009,531
quicksort_recursivo,1,meio,quase_ordenado,1000,2,0.00678,9313,573
quicksort_recursivo,1,meio,quase_ordenado,1000,3,0.00577,9009,535
quicksort_recursivo,1,meio,quase_ordenado,1000,4,0.00556,9009,527
quicksort_recursivo,1,meio,quase_ordenado,1000,5,0.0057,9108,531
quicksort_recursivo,1,meio,quase_ordenado,1000,6,0.00553,9009,527
quicksort_recursivo,1,meio,quase_ordenado,1000,7,0.00546,9009,527
quicksort_recursivo,1,meio,quase_ordenado,1000,8,0.00558,9009,529
quicksort_recursivo,1,meio,quase_ordenado,1000,9,0.00558,9009,533
quicksort_recursivo,1,meio,quase_ordenado,1000,10,0.00584,9054,538
quicksort_recursivo,1,meio,quase_ordenado,1000,11,0.00554,9009,527
quicksort_recursivo,1,meio,quase_ordenado,1000,12,0.00635,9047,536
quicksort_recursivo,1,meio,quase_ordenado,1000,13,0.00586,9066,541
quicksort_recursivo,1,meio,quase_ordenado,1000,14,0.00558,9009,531
quicksort_recursivo,1,meio,quase_ordenado,1000,15,0.00588,9030,535
quicksort_recursivo,1,meio,quase_ordenado,1000,16,0.00563,9009,535
quicksort_recursivo,1,meio,quase_ordenado,1000,17,0.00547,9012,527
quicksort_recursivo,1,meio,quase_ordenado,1000,18,0.00566,9009,537
quicksort_recursivo,1,meio,quase_ordenado,1000,19,0.00562,9009,531
quicksort_recursivo,1,meio,quase_ordenado,1000,20,0.00565,9011,533
quicksort_recursivo,1,meio,quase_ordenado,1000,21,0.00567,9009,537
quicksort_recursivo,1,meio,quase_ordenado,1000,22,0.00535,9009,525
quicksort_recursivo,1,meio,quase_ordenado,1000,23,0.00574,9009,537
quicksort_recursivo,1,meio,quase_ordenado,1000,24,0.00552,9009,533
quicksort_recursivo,1,meio,quase_ordenado,1000,25,0.00576,9013,537
quicksort_recursivo,1,meio,quase_ordenado,1000,26,0.00557,9009,531
quicksort_recursivo,1,meio,quase_ordenado,1000,27,0.00541,9009,527
quicksort_recursivo,1,meio,quase_ordenado,1000,28,0.00577,9015,537
quicksort_recursivo,1,meio,quase_ordenado,1000,29,0.00574,9036,533
quicksort_recursivo,1,meio,quase_ordenado,1000,30,0.00533,9009,523
quicksort_recursivo,1,meio,quase_ordenado,1000,31,0.00559,9017,530
quicksort_recursivo,1,meio,quase_ordenado,1000,32,0.00571,9032,536
quicksort_recursivo,1,meio,quase_ordenado,1000,33,0.00534,9009,523
quicksort_recursivo,1,meio,quase_ordenado,1000,34,0.00562,9009,535
quicksort_recursivo,1,meio,quase_ordenado,1000,35,0.00566,9028,537
quicksort_recursivo,1,meio,quase_ordenado,1000,36,0.00551,9036,530
quicksort_recursivo,1,meio,quase_ordenado,1000,37,0.00555,9009,533
quicksort_recursivo,1,meio,quase_ordenado,1000,38,0.005579,9068,533
quicksort_recursivo,1,meio,quase_ordenado,1000,39,0.00563,9009,535
quicksort_recursivo,1,meio,quase_ordenado,1000,40,0.00577,9099,540
quicksort_recursivo,1,meio,quase_ordenado,1000,41,0.00571,9029,538
quicksort_recursivo,1,meio,quase_ordenado,1000,42,0.00548,9009,527
quicksort_recursivo,1,meio,quase_ordenado,1000,43,0.00586,9111,553
quicksort_recursivo,1,meio,quase_ordenado,1000,44,0.00564,9042,531
quicksort_recursivo,1,meio,quase_ordenado,1000,45,0.00567,9021,534
quicksort_recursivo,1,meio,quase_ordenado,1000,46,0.00558,9009,533
quicksort_recursivo,1,meio,quase_ordenado,1000,47,0.00568,9009,535
quicksort_recursivo,1,meio,quase_ordenado,1000,48,0.00556,9021,530
quicksort_recursivo,1,meio,quase_ordenado,1000,49,0.00554,9026,532
quicksort_hibrido,40,meio,quase_ordenado,1000,0,0.00328,5942,43
quicksort_hibrido,40,meio,quase_ordenado,1000,1,0.00345,5949,57
quicksort_hibrido,40,meio,quase_ordenado,1000,2,0.0038,6263,72
quicksort_hibrido,40,meio,quase_ordenado,1000,3,0.00363,6004,115
quicksort_hibrido,40,meio,quase_ordenado,1000,4,0.00342,5961,65
quicksort_hibrido,40,meio,quase_ordenado,1000,5,0.00358,6058,53
quicksort_hibrido,40,meio,quase_ordenado,1000,6,0.00354,5993,95
quicksort_hibrido,40,meio,quase_ordenado,1000,7,0.00341,5942,47
quicksort_hibrido,40,meio,quase_ordenado,1000,8,0.00351,6004,111
quicksort_hibrido,40,meio,quase_ordenado,1000,9,0.00351,5963,73
quicksort_hibrido,40,meio,quase_ordenado,1000,10,0.00361,6032,87
quicksort_hibrido,40,meio,quase_ordenado,1000,11,0.01007,6002,105
quicksort_hibrido,40,meio,quase_ordenado,1000,12,0.00346,6016,73
quicksort_hibrido,40,meio,quase_ordenado,1000,13,0.0036,6027,89
quicksort_hibrido,40,meio,quase_ordenado,1000,14,0.0035,5951,59
quicksort_hibrido,40,meio,quase_ordenado,1000,15,0.00363,5981,88
quicksort_hibrido,40,meio,quase_ordenado,1000,16,0.00348,5993,105
quicksort_hibrido,40,meio,quase_ordenado,1000,17,0.00341,5968,71
quicksort_hibrido,40,meio,quase_ordenado,1000,18,0.0035,5942,57
quicksort_hibrido,40,meio,quase_ordenado,1000,19,0.003529,5966,73
quicksort_hibrido,40,meio,quase_ordenado,1000,20,0.00356,5977,85
quicksort_hibrido,40,meio,quase_ordenado,1000,21,0.00358,5998,111
quicksort_hibrido,40,meio,quase_ordenado,1000,22,0.00332,5942,45
quicksort_hibrido,40,meio,quase_ordenado,1000,23,0.00357,6019,131
quicksort_hibrido,40,meio,quase_ordenado,1000,24,0.0035,5988,97
quicksort_hibrido,40,meio,quase_ordenado,1000,25,0.00366,5988,99
quicksort_hibrido,40,meio,quase_ordenado,1000,26,0.00344,5942,51
quicksort_hibrido,40,meio,quase_ordenado,1000,27,0.00339,5942,47
quicksort_hibrido,40,meio,quase_ordenado,1000,28,0.00361,5971,83
quicksort_hibrido,40,meio,quase_ordenado,1000,29,0.00347,5945,46
quicksort_hibrido,40,meio,quase_ordenado,1000,30,0.00336,5942,43
quicksort_hibrido,40,meio,quase_ordenado,1000,31,0.00349,5985,89
quicksort_hibrido,40,meio,quase_ordenado,1000,32,0.00351,5955,62
quicksort_hibrido,40,meio,quase_ordenado,1000,33,0.00336,5942,43
quicksort_hibrido,40,meio,quase_ordenado,1000,34,0.0035,5963,77
quicksort_hibrido,40,meio,quase_ordenado,1000,35,0.00355,5976,85
quicksort_hibrido,40,meio,quase_ordenado,1000,36,0.00339,5969,75
quicksort_hibrido,40,meio,quase_ordenado,1000,37,0.00349,5962,71
quicksort_hibrido,40,meio,quase_ordenado,1000,38,0.00354,6004,53
quicksort_hibrido,40,meio,quase_ordenado,1000,39,0.00354,6015,125
quicksort_hibrido,40,meio,quase_ordenado,1000,40,0.00364,6094,105
quicksort_hibrido,40,meio,quase_ordenado,1000,41,0.00357,5974,85
quicksort_hibrido,40,meio,quase_ordenado,1000,42,0.0034,5963,67
quicksort_hibrido,40,meio,quase_ordenado,1000,43,0.00368,6107,50
quicksort_hibrido,40,meio,quase_ordenado,1000,44,0.00356,6001,109
quicksort_hibrido,40,meio,quase_ordenado,1000,45,0.0035,6003,111
quicksort_hibrido,40,meio,quase_ordenado,1000,46,0.00349,5942,53
quicksort_hibrido,40,meio,quase_ordenado,1000,47,0.003549,5987,99
quicksort_hibrido,40,meio,quase_ordenado,1000,48,0.00349,6044,147
quicksort_hibrido,40,meio,quase_ordenado,1000,49,0.00338,5956,63
quicksort_mediana3,40,mediana3,quase_ordenado,1000,0,0.0033,6004,43
quicksort_mediana3,40,mediana3,quase_ordenado,1000,1,0.003509,6011,57
quicksort_mediana3,40,mediana3,quase_ordenado,1000,2,0.00382,6331,72
quicksort_mediana3,40,mediana3,quase_ordenado,1000,3,0.00355,6066,115
quicksort_mediana3,40,mediana3,quase_ordenado,1000,4,0.00346,6023,65
quicksort_mediana3,40,mediana3,quase_ordenado,1000,5,0.0036,6122,53
quicksort_mediana3,40,mediana3,quase_ordenado,1000,6,0.0035,6055,95
quicksort_mediana3,40,mediana3,quase_ordenado,1000,7,0.00347,6004,47
quicksort_mediana3,40,mediana3,quase_ordenado,1000,8,0.00389,6345,55
quicksort_mediana3,40,mediana3,quase_ordenado,1000,9,0.00357,6025,73
quicksort_mediana3,40,mediana3,quase_ordenado,1000,10,0.00359,6096,87
quicksort_mediana3,40,mediana3,quase_ordenado,1000,11,0.00353,6064,105
quicksort_mediana3,40,mediana3,quase_ordenado,1000,12,0.00357,6166,73
quicksort_mediana3,40,mediana3,quase_ordenado,1000,13,0.00418,6558,124
quicksort_mediana3,40,mediana3,quase_ordenado,1000,14,0.00352,6013,59
quicksort_mediana3,40,mediana3,quase_ordenado,1000,15,0.00363,6087,88
quicksort_mediana3,40,mediana3,quase_ordenado,1000,16,0.00352,6055,105
quicksort_mediana3,40,mediana3,quase_ordenado,1000,17,0.00339,6030,71
quicksort_mediana3,40,mediana3,quase_ordenado,1000,18,0.00349,6004,57
quicksort_mediana3,40,mediana3,quase_ordenado,1000,19,0.00354,6031,72
quicksort_mediana3,40,mediana3,quase_ordenado,1000,20,0.00353,6039,85
quicksort_mediana3,40,mediana3,quase_ordenado,1000,21,0.00421,6550,106
quicksort_mediana3,40,mediana3,quase_ordenado,1000,22,0.00338,6004,45
quicksort_mediana3,40,mediana3,quase_ordenado,1000,23,0.0036,6081,131
quicksort_mediana3,40,mediana3,quase_ordenado,1000,24,0.00348,6050,97
quicksort_mediana3,40,mediana3,quase_ordenado,1000,25,0.00362,6050,99
quicksort_mediana3,40,mediana3,quase_ordenado,1000,26,0.00372,6234,49
quicksort_mediana3,40,mediana3,quase_ordenado,1000,27,0.00341,6004,47
quicksort_mediana3,40,mediana3,quase_ordenado,1000,28,0.003949,6258,86
quicksort_mediana3,40,mediana3,quase_ordenado,1000,29,0.00347,6007,46
quicksort_mediana3,40,mediana3,quase_ordenado,1000,30,0.00338,6004,43
quicksort_mediana3,40,mediana3,quase_ordenado,1000,31,0.00348,6047,89
quicksort_mediana3,40,mediana3,quase_ordenado,1000,32,0.00349,6017,62
quicksort_mediana3,40,mediana3,quase_ordenado,1000,33,0.00349,6053,43
quicksort_mediana3,40,mediana3,quase_ordenado,1000,34,0.00348,6025,77
quicksort_mediana3,40,mediana3,quase_ordenado,1000,35,0.0035,6038,85
quicksort_mediana3,40,mediana3,quase_ordenado,1000,36,0.00341,6031,75
quicksort_mediana3,40,mediana3,quase_ordenado,1000,37,0.00348,6024,71
quicksort_mediana3,40,mediana3,quase_ordenado,1000,38,0.00421,6796,107
quicksort_mediana3,40,mediana3,quase_ordenado,1000,39,0.00356,6077,125
quicksort_mediana3,40,mediana3,quase_ordenado,1000,40,0.00353,6158,105
quicksort_mediana3,40,mediana3,quase_ordenado,1000,41,0.00361,6092,85
quicksort_mediana3,40,mediana3,quase_ordenado,1000,42,0.00341,6025,67
quicksort_mediana3,40,mediana3,quase_ordenado,1000,43,0.00361,6177,50
quicksort_mediana3,40,mediana3,quase_ordenado,1000,44,0.00345,6063,109
quicksort_mediana3,40,mediana3,quase_ordenado,1000,45,0.00352,6065,111
quicksort_mediana3,40,mediana3,quase_ordenado,1000,46,0.00377,6101,101
quicksort_mediana3,40,mediana3,quase_ordenado,1000,47,0.00377,6320,145
quicksort_mediana3,40,mediana3,quase_ordenado,1000,48,0.00349,6106,147
quicksort_mediana3,40,mediana3,quase_ordenado,1000,49,0.00346,6018,63
quicksort_recursivo,1,meio,quase_ordenado,10000,0,0.07075,126174,6242
quicksort_recursivo,1,meio,quase_ordenado,10000,1,0.072839,125699,6215
quicksort_recursivo,1,meio,quase_ordenado,10000,2,0.072329,125690,6277
quicksort_recursivo,1,meio,quase_ordenado,10000,3,0.07207,125565,6282
quicksort_recursivo,1,meio,quase_ordenado,10000,4,0.071409,125497,6235
quicksort_recursivo,1,meio,quase_ordenado,10000,5,0.07244,125604,6249
quicksort_recursivo,1,meio,quase_ordenado,10000,6,0.077469,125784,6245
quicksort_recursivo,1,meio,quase_ordenado,10000,7,0.071629,125964,6209
quicksort_recursivo,1,meio,quase_ordenado,10000,8,0.07321,125994,6306
quicksort_recursivo,1,meio,quase_ordenado,10000,9,0.071679,125700,6255
quicksort_hibrido,40,meio,quase_ordenado,10000,0,0.054829,91241,1215
quicksort_hibrido,40,meio,quase_ordenado,10000,1,0.04826,90906,1330
quicksort_hibrido,40,meio,quase_ordenado,10000,2,0.04777,90533,1309
quicksort_hibrido,40,meio,quase_ordenado,10000,3,0.047329,90705,1058
quicksort_hibrido,40,meio,quase_ordenado,10000,4,0.04658,90047,1069
quicksort_hibrido,40,meio,quase_ordenado,10000,5,0.047299,90485,1124
quicksort_hibrido,40,meio,quase_ordenado,10000,6,0.04788,90773,1188
quicksort_hibrido,40,meio,quase_ordenado,10000,7,0.04749,90911,1113
quicksort_hibrido,40,meio,quase_ordenado,10000,8,0.048419,91789,1089
quicksort_hibrido,40,meio,quase_ordenado,10000,9,0.04754,90388,1095
quicksort_mediana3,40,mediana3,quase_ordenado,10000,0,0.04738,91907,1248
quicksort_mediana3,40,mediana3,quase_ordenado,10000,1,0.0486,92067,1309
quicksort_mediana3,40,mediana3,quase_ordenado,10000,2,0.048069,91657,1209
quicksort_mediana3,40,mediana3,quase_ordenado,10000,3,0.04779,91917,1096
quicksort_mediana3,40,mediana3,quase_ordenado,10000,4,0.047899,92290,983
quicksort_mediana3,40,mediana3,quase_ordenado,10000,5,0.04835,92316,980
quicksort_mediana3,40,mediana3,quase_ordenado,10000,6,0.04783,91537,1205
quicksort_mediana3,40,mediana3,quase_ordenado,10000,7,0.047569,91671,1114
quicksort_mediana3,40,mediana3,quase_ordenado,10000,8,0.04916,93161,1110
quicksort_mediana3,40,mediana3,quase_ordenado,10000,9,0.047509,91288,1143
quicksort_recursivo,1,meio,quase_ordenado,100000,0,0.904173,1602147,70389
quicksort_recursivo,1,meio,quase_ordenado,100000,1,0.899643,1603664,70150
quicksort_recursivo,1,meio,quase_ordenado,100000,2,0.894933,1600911,69596
quicksort_recursivo,1,meio,quase_ordenado,100000,3,0.929433,1627166,70139
quicksort_recursivo,1,meio,quase_ordenado,100000,4,0.912553,1603200,69962
quicksort_hibrido,40,meio,quase_ordenado,100000,0,0.642395,1297099,12529
quicksort_hibrido,40,meio,quase_ordenado,100000,1,0.649985,1299328,12300
quicksort_hibrido,40,meio,quase_ordenado,100000,2,0.647765,1294247,12170
quicksort_hibrido,40,meio,quase_ordenado,100000,3,0.830384,1323140,11689
quicksort_hibrido,40,meio,quase_ordenado,100000,4,0.739014,1296762,12362
quicksort_mediana3,40,mediana3,quase_ordenado,100000,0,0.650985,1307539,12478
quicksort_mediana3,40,mediana3,quase_ordenado,100000,1,0.650255,1310873,12463
quicksort_mediana3,40,mediana3,quase_ordenado,100000,2,0.650565,1304403,12378
quicksort_mediana3,40,mediana3,quase_ordenado,100000,3,0.688075,1353082,12087
quicksort_mediana3,40,mediana3,quase_ordenado,100000,4,0.687774,1306409,12430
quicksort_recursivo,1,meio,quase_ordenado,500000,0,4.697642,9042674,300917
quicksort_recursivo,1,meio,quase_ordenado,500000,1,4.830932,9061074,303344
quicksort_recursivo,1,meio,quase_ordenado,500000,2,4.685663,9028091,298280
quicksort_hibrido,40,meio,quase_ordenado,500000,0,3.657661,7527635,70411
quicksort_hibrido,40,meio,quase_ordenado,500000,1,3.667711,7543534,69234
quicksort_hibrido,40,meio,quase_ordenado,500000,2,3.984328,7511669,68452
quicksort_mediana3,40,mediana3,quase_ordenado,500000,0,3.715641,7636171,70240
quicksort_mediana3,40,mediana3,quase_ordenado,500000,1,3.688221,7595819,70020
quicksort_mediana3,40,mediana3,quase_ordenado,500000,2,3.672931,7565576,68625
